Workout Start,Workout End,Exercise,Weight,Reps,Notes,Kcal,Distance,Duration,Category,Name
2022-09-15 20:18,2022-09-15 22:02,"Incline Dumbbell Press (30°)",14.0,20,"",,,,Chest,"PUSH"
2022-09-15 20:18,2022-09-15 22:02,"Incline Dumbbell Press (30°)",16.0,13,"",,,,Chest,"PUSH"
2022-09-15 20:18,2022-09-15 22:02,"Incline Dumbbell Press (30°)",16.0,11,"",,,,Chest,"PUSH"
2022-09-15 20:18,2022-09-15 22:02,"Flat Chest Press (Technogym)",30.0,19,"",,,,Chest,"PUSH"
2022-09-15 20:18,2022-09-15 22:02,"Flat Chest Press (Technogym)",35.0,16,"",,,,Chest,"PUSH"
2022-09-15 20:18,2022-09-15 22:02,"Flat Chest Press (Technogym)",35.0,10,"",,,,Chest,"PUSH"
2022-09-15 20:18,2022-09-15 22:02,"Shoulder Dumbbell Press",8.0,20,"",,,,Shoulders,"PUSH"
2022-09-15 20:18,2022-09-15 22:02,"Shoulder Dumbbell Press",10.0,12,"",,,,Shoulders,"PUSH"
2022-09-15 20:18,2022-09-15 22:02,"Shoulder Dumbbell Press",10.0,11,"",,,,Shoulders,"PUSH"
2022-09-15 20:18,2022-09-15 22:02,"High Cable Flies",7.5,20,"",,,,Chest,"PUSH"
2022-09-15 20:18,2022-09-15 22:02,"High Cable Flies",8.75,13,"",,,,Chest,"PUSH"
2022-09-15 20:18,2022-09-15 22:02,"High Cable Flies",8.75,13,"",,,,Chest,"PUSH"
2022-09-15 20:18,2022-09-15 22:02,"Tricep Pushdowns",17.5,24,"",,,,Triceps,"PUSH"
2022-09-15 20:18,2022-09-15 22:02,"Tricep Pushdowns",18.75,15,"",,,,Triceps,"PUSH"
2022-09-15 20:18,2022-09-15 22:02,"Tricep Pushdowns",18.75,14,"",,,,Triceps,"PUSH"
2022-09-15 20:18,2022-09-15 22:02,"Lateral Cable Raises",2.5,22,"",,,,Shoulders,"PUSH"
2022-09-15 20:18,2022-09-15 22:02,"Lateral Cable Raises",3.75,13,"",,,,Shoulders,"PUSH"
2022-09-15 20:18,2022-09-15 22:02,"Lateral Cable Raises",3.75,11,"",,,,Shoulders,"PUSH"
2022-09-15 20:18,2022-09-15 22:02,"Overhead Rope Extensions",12.5,21,"",,,,Triceps,"PUSH"
2022-09-15 20:18,2022-09-15 22:02,"Overhead Rope Extensions",12.5,12,"",,,,Triceps,"PUSH"
2022-09-15 20:18,2022-09-15 22:02,"Overhead Rope Extensions",12.5,9,"",,,,Triceps,"PUSH"
2022-09-15 20:18,2022-09-15 22:02,"Running",,,"",,1500.0,600,Cardio,"PUSH"
2022-09-13 20:20,2022-09-13 21:45,"Mid Row (Lat, Technogym)",42.5,13,"",,,,Back,"PULL"
2022-09-13 20:20,2022-09-13 21:45,"Mid Row (Lat, Technogym)",47.5,19,"",,,,Back,"PULL"
2022-09-13 20:20,2022-09-13 21:45,"Mid Row (Lat, Technogym)",52.5,13,"",,,,Back,"PULL"
2022-09-13 20:20,2022-09-13 21:45,"Low Row (Technogym Machine, Lat Focused)",31.0,14,"",,,,Back,"PULL"
2022-09-13 20:20,2022-09-13 21:45,"Low Row (Technogym Machine, Lat Focused)",36.0,13,"",,,,Back,"PULL"
2022-09-13 20:20,2022-09-13 21:45,"Low Row (Technogym Machine, Lat Focused)",36.0,11,"",,,,Back,"PULL"
2022-09-13 20:20,2022-09-13 21:45,"Lateral Pulldowns",30.0,20,"",,,,Back,"PULL"
2022-09-13 20:20,2022-09-13 21:45,"Lateral Pulldowns",35.0,16,"",,,,Back,"PULL"
2022-09-13 20:20,2022-09-13 21:45,"Lateral Pulldowns",35.0,13,"",,,,Back,"PULL"
2022-09-13 20:20,2022-09-13 21:45,"Incline Dumbbell Curls",6.0,18,"",,,,Biceps,"PULL"
2022-09-13 20:20,2022-09-13 21:45,"Incline Dumbbell Curls",6.0,14,"",,,,Biceps,"PULL"
2022-09-13 20:20,2022-09-13 21:45,"Incline Dumbbell Curls",7.0,10,"",,,,Biceps,"PULL"
2022-09-13 20:20,2022-09-13 21:45,"Decline Dumbbell Curls",7.0,10,"",,,,Biceps,"PULL"
2022-09-13 20:20,2022-09-13 21:45,"Decline Dumbbell Curls",7.0,8,"",,,,Biceps,"PULL"
2022-09-13 20:20,2022-09-13 21:45,"Decline Dumbbell Curls",7.0,8,"",,,,Biceps,"PULL"
2022-09-13 20:20,2022-09-13 21:45,"Rear Delt Flys",2.5,17,"",,,,Shoulders,"PULL"
2022-09-13 20:20,2022-09-13 21:45,"Rear Delt Flys",3.75,10,"",,,,Shoulders,"PULL"
2022-09-13 20:20,2022-09-13 21:45,"Rear Delt Flys",3.75,9,"",,,,Shoulders,"PULL"
2022-09-13 20:20,2022-09-13 21:45,"Dumbbell Hammer Curls",6.0,23,"",,,,Biceps,"PULL"
2022-09-13 20:20,2022-09-13 21:45,"Dumbbell Hammer Curls",7.0,13,"",,,,Biceps,"PULL"
2022-09-13 20:20,2022-09-13 21:45,"Dumbbell Hammer Curls",7.0,10,"",,,,Biceps,"PULL"
2022-09-13 20:20,2022-09-13 21:45,"Running",,,"",,1500.0,600,Cardio,"PULL"
2022-09-05 20:09,2022-09-05 21:47,"Incline Dumbbell Press (30°)",14.0,17,"",,,,Chest,"PUSH"
2022-09-05 20:09,2022-09-05 21:47,"Incline Dumbbell Press (30°)",16.0,11,"",,,,Chest,"PUSH"
2022-09-05 20:09,2022-09-05 21:47,"Incline Dumbbell Press (30°)",16.0,8,"",,,,Chest,"PUSH"
2022-09-05 20:09,2022-09-05 21:47,"Flat Chest Press (Technogym)",30.0,13,"",,,,Chest,"PUSH"
2022-09-05 20:09,2022-09-05 21:47,"Flat Chest Press (Technogym)",30.0,14,"",,,,Chest,"PUSH"
2022-09-05 20:09,2022-09-05 21:47,"Flat Chest Press (Technogym)",30.0,13,"",,,,Chest,"PUSH"
2022-09-05 20:09,2022-09-05 21:47,"High Cable Flies",7.5,15,"",,,,Chest,"PUSH"
2022-09-05 20:09,2022-09-05 21:47,"High Cable Flies",7.5,15,"",,,,Chest,"PUSH"
2022-09-05 20:09,2022-09-05 21:47,"High Cable Flies",7.5,15,"",,,,Chest,"PUSH"
2022-09-05 20:09,2022-09-05 21:47,"Shoulder Dumbbell Press",8.0,18,"",,,,Shoulders,"PUSH"
2022-09-05 20:09,2022-09-05 21:47,"Shoulder Dumbbell Press",10.0,9,"",,,,Shoulders,"PUSH"
2022-09-05 20:09,2022-09-05 21:47,"Shoulder Dumbbell Press",10.0,8,"",,,,Shoulders,"PUSH"
2022-09-05 20:09,2022-09-05 21:47,"Tricep Pushdowns",17.5,21,"",,,,Triceps,"PUSH"
2022-09-05 20:09,2022-09-05 21:47,"Tricep Pushdowns",18.25,13,"",,,,Triceps,"PUSH"
2022-09-05 20:09,2022-09-05 21:47,"Tricep Pushdowns",18.25,10,"",,,,Triceps,"PUSH"
2022-09-05 20:09,2022-09-05 21:47,"Lateral Cable Raises",2.5,20,"",,,,Shoulders,"PUSH"
2022-09-05 20:09,2022-09-05 21:47,"Lateral Cable Raises",3.75,10,"",,,,Shoulders,"PUSH"
2022-09-05 20:09,2022-09-05 21:47,"Lateral Cable Raises",3.75,9,"",,,,Shoulders,"PUSH"
2022-09-05 20:09,2022-09-05 21:47,"Overhead Rope Extensions",12.5,17,"",,,,Triceps,"PUSH"
2022-09-05 20:09,2022-09-05 21:47,"Overhead Rope Extensions",12.5,11,"",,,,Triceps,"PUSH"
2022-09-05 20:09,2022-09-05 21:47,"Overhead Rope Extensions",12.5,8,"",,,,Triceps,"PUSH"
2022-09-05 20:09,2022-09-05 21:47,"Mid Cable Flys",5.0,20,"",,,,Chest,"PUSH"
2022-09-05 20:09,2022-09-05 21:47,"Mid Cable Flys",6.25,11,"",,,,Chest,"PUSH"
2022-09-05 20:09,2022-09-05 21:47,"Mid Cable Flys",6.25,10,"",,,,Chest,"PUSH"
2022-09-05 20:09,2022-09-05 21:47,"Running",,,"",,1500.0,600,Cardio,"PUSH"
2022-08-31 20:16,2022-08-31 22:00,"Mid Row (Lat, Technogym)",42.5,23,"",,,,Back,"PULL"
2022-08-31 20:16,2022-08-31 22:00,"Mid Row (Lat, Technogym)",42.5,19,"",,,,Back,"PULL"
2022-08-31 20:16,2022-08-31 22:00,"Mid Row (Lat, Technogym)",50.0,14,"",,,,Back,"PULL"
2022-08-31 20:16,2022-08-31 22:00,"Low Row (Technogym Machine, Lat Focused)",31.0,16,"",,,,Back,"PULL"
2022-08-31 20:16,2022-08-31 22:00,"Low Row (Technogym Machine, Lat Focused)",36.0,14,"",,,,Back,"PULL"
2022-08-31 20:16,2022-08-31 22:00,"Low Row (Technogym Machine, Lat Focused)",36.0,13,"",,,,Back,"PULL"
2022-08-31 20:16,2022-08-31 22:00,"Lateral Pulldowns",30.0,18,"",,,,Back,"PULL"
2022-08-31 20:16,2022-08-31 22:00,"Lateral Pulldowns",35.0,18,"",,,,Back,"PULL"
2022-08-31 20:16,2022-08-31 22:00,"Lateral Pulldowns",35.0,16,"",,,,Back,"PULL"
2022-08-31 20:16,2022-08-31 22:00,"Incline Dumbbell Curls",5.0,19,"",,,,Biceps,"PULL"
2022-08-31 20:16,2022-08-31 22:00,"Incline Dumbbell Curls",6.0,16,"",,,,Biceps,"PULL"
2022-08-31 20:16,2022-08-31 22:00,"Incline Dumbbell Curls",6.0,13,"",,,,Biceps,"PULL"
2022-08-31 20:16,2022-08-31 22:00,"Decline Dumbbell Curls",6.0,16,"",,,,Biceps,"PULL"
2022-08-31 20:16,2022-08-31 22:00,"Decline Dumbbell Curls",6.0,11,"",,,,Biceps,"PULL"
2022-08-31 20:16,2022-08-31 22:00,"Decline Dumbbell Curls",6.0,10,"",,,,Biceps,"PULL"
2022-08-31 20:16,2022-08-31 22:00,"Rear Delt Flys",2.5,17,"",,,,Shoulders,"PULL"
2022-08-31 20:16,2022-08-31 22:00,"Rear Delt Flys",3.75,9,"",,,,Shoulders,"PULL"
2022-08-31 20:16,2022-08-31 22:00,"Rear Delt Flys",3.75,8,"",,,,Shoulders,"PULL"
2022-08-31 20:16,2022-08-31 22:00,"Dumbbell Hammer Curls",6.0,10,"",,,,Biceps,"PULL"
2022-08-31 20:16,2022-08-31 22:00,"Dumbbell Hammer Curls",7.0,17,"",,,,Biceps,"PULL"
2022-08-31 20:16,2022-08-31 22:00,"Dumbbell Hammer Curls",7.0,12,"",,,,Biceps,"PULL"
2022-08-31 20:16,2022-08-31 22:00,"Running",,,"",,750.0,300,Cardio,"PULL"
2022-08-31 20:16,2022-08-31 22:00,"Leg Extensions (Technogym)",50.0,16,"",,,,Legs,"PULL"
2022-08-31 20:16,2022-08-31 22:00,"Leg Extensions (Technogym)",52.5,15,"",,,,Legs,"PULL"
2022-08-31 20:16,2022-08-31 22:00,"Leg Extensions (Technogym)",57.5,13,"",,,,Legs,"PULL"
2022-08-31 20:16,2022-08-31 22:00,"Leg Curls",20.0,16,"",,,,Legs,"PULL"
2022-08-31 20:16,2022-08-31 22:00,"Leg Curls",20.0,15,"",,,,Legs,"PULL"
2022-08-31 20:16,2022-08-31 22:00,"Leg Curls",20.0,13,"",,,,Legs,"PULL"
2022-08-31 20:16,2022-08-31 22:00,"Leg Press (Technogym, Quad-Focused)",110.0,15,"",,,,Legs,"PULL"
2022-08-31 20:16,2022-08-31 22:00,"Leg Press (Technogym, Quad-Focused)",110.0,13,"",,,,Legs,"PULL"
2022-08-31 20:16,2022-08-31 22:00,"Leg Press (Technogym, Quad-Focused)",110.0,11,"",,,,Legs,"PULL"
2022-08-27 14:22,2022-08-27 16:12,"Incline Dumbbell Press (30°)",12.0,17,"",,,,Chest,"PUSH"
2022-08-27 14:22,2022-08-27 16:12,"Incline Dumbbell Press (30°)",14.0,11,"",,,,Chest,"PUSH"
2022-08-27 14:22,2022-08-27 16:12,"Incline Dumbbell Press (30°)",14.0,10,"",,,,Chest,"PUSH"
2022-08-27 14:22,2022-08-27 16:12,"Flat Chest Press (Technogym)",30.0,13,"",,,,Chest,"PUSH"
2022-08-27 14:22,2022-08-27 16:12,"Flat Chest Press (Technogym)",30.0,15,"",,,,Chest,"PUSH"
2022-08-27 14:22,2022-08-27 16:12,"Flat Chest Press (Technogym)",30.0,14,"",,,,Chest,"PUSH"
2022-08-27 14:22,2022-08-27 16:12,"High Cable Flies",7.5,15,"",,,,Chest,"PUSH"
2022-08-27 14:22,2022-08-27 16:12,"High Cable Flies",7.5,15,"",,,,Chest,"PUSH"
2022-08-27 14:22,2022-08-27 16:12,"High Cable Flies",7.5,15,"",,,,Chest,"PUSH"
2022-08-27 14:22,2022-08-27 16:12,"Shoulder Dumbbell Press",8.0,15,"",,,,Shoulders,"PUSH"
2022-08-27 14:22,2022-08-27 16:12,"Shoulder Dumbbell Press",8.0,12,"",,,,Shoulders,"PUSH"
2022-08-27 14:22,2022-08-27 16:12,"Shoulder Dumbbell Press",8.0,11,"",,,,Shoulders,"PUSH"
2022-08-27 14:22,2022-08-27 16:12,"Tricep Pushdowns",16.25,22,"",,,,Triceps,"PUSH"
2022-08-27 14:22,2022-08-27 16:12,"Tricep Pushdowns",17.5,13,"",,,,Triceps,"PUSH"
2022-08-27 14:22,2022-08-27 16:12,"Tricep Pushdowns",17.5,10,"",,,,Triceps,"PUSH"
2022-08-27 14:22,2022-08-27 16:12,"Lateral Cable Raises",2.5,22,"",,,,Shoulders,"PUSH"
2022-08-27 14:22,2022-08-27 16:12,"Lateral Cable Raises",3.75,10,"",,,,Shoulders,"PUSH"
2022-08-27 14:22,2022-08-27 16:12,"Lateral Cable Raises",3.75,9,"",,,,Shoulders,"PUSH"
2022-08-27 14:22,2022-08-27 16:12,"Overhead Rope Extensions",12.5,17,"",,,,Triceps,"PUSH"
2022-08-27 14:22,2022-08-27 16:12,"Overhead Rope Extensions",12.5,8,"",,,,Triceps,"PUSH"
2022-08-27 14:22,2022-08-27 16:12,"Overhead Rope Extensions",12.5,8,"",,,,Triceps,"PUSH"
2022-08-27 14:22,2022-08-27 16:12,"Mid Cable Flys",5.0,20,"",,,,Chest,"PUSH"
2022-08-27 14:22,2022-08-27 16:12,"Mid Cable Flys",6.25,13,"",,,,Chest,"PUSH"
2022-08-27 14:22,2022-08-27 16:12,"Mid Cable Flys",6.25,11,"",,,,Chest,"PUSH"
2022-08-27 14:22,2022-08-27 16:12,"Running",,,"",,750.0,300,Cardio,"PUSH"
2022-08-04 20:21,2022-08-04 22:09,"Mid Row (Lat, Technogym)",47.5,22,"",,,,Back,"PULL"
2022-08-04 20:21,2022-08-04 22:09,"Mid Row (Lat, Technogym)",57.5,16,"",,,,Back,"PULL"
2022-08-04 20:21,2022-08-04 22:09,"Mid Row (Lat, Technogym)",57.5,14,"",,,,Back,"PULL"
2022-08-04 20:21,2022-08-04 22:09,"Low Row (Technogym Machine, Lat Focused)",31.0,18,"",,,,Back,"PULL"
2022-08-04 20:21,2022-08-04 22:09,"Low Row (Technogym Machine, Lat Focused)",41.0,16,"",,,,Back,"PULL"
2022-08-04 20:21,2022-08-04 22:09,"Low Row (Technogym Machine, Lat Focused)",41.0,14,"",,,,Back,"PULL"
2022-08-04 20:21,2022-08-04 22:09,"Lateral Pulldowns",40.0,17,"",,,,Back,"PULL"
2022-08-04 20:21,2022-08-04 22:09,"Lateral Pulldowns",40.0,15,"",,,,Back,"PULL"
2022-08-04 20:21,2022-08-04 22:09,"Lateral Pulldowns",40.0,15,"",,,,Back,"PULL"
2022-08-04 20:21,2022-08-04 22:09,"Incline Dumbbell Curls",6.0,20,"",,,,Biceps,"PULL"
2022-08-04 20:21,2022-08-04 22:09,"Incline Dumbbell Curls",6.0,14,"",,,,Biceps,"PULL"
2022-08-04 20:21,2022-08-04 22:09,"Incline Dumbbell Curls",6.0,11,"",,,,Biceps,"PULL"
2022-08-04 20:21,2022-08-04 22:09,"Decline Dumbbell Curls",6.0,13,"",,,,Biceps,"PULL"
2022-08-04 20:21,2022-08-04 22:09,"Decline Dumbbell Curls",6.0,11,"",,,,Biceps,"PULL"
2022-08-04 20:21,2022-08-04 22:09,"Decline Dumbbell Curls",7.0,8,"",,,,Biceps,"PULL"
2022-08-04 20:21,2022-08-04 22:09,"Rear Delt Flys",2.5,15,"",,,,Shoulders,"PULL"
2022-08-04 20:21,2022-08-04 22:09,"Rear Delt Flys",3.75,11,"",,,,Shoulders,"PULL"
2022-08-04 20:21,2022-08-04 22:09,"Rear Delt Flys",3.75,9,"",,,,Shoulders,"PULL"
2022-08-04 20:21,2022-08-04 22:09,"Dumbbell Hammer Curls",7.0,18,"",,,,Biceps,"PULL"
2022-08-04 20:21,2022-08-04 22:09,"Dumbbell Hammer Curls",7.0,15,"",,,,Biceps,"PULL"
2022-08-04 20:21,2022-08-04 22:09,"Dumbbell Hammer Curls",7.0,10,"",,,,Biceps,"PULL"
2022-08-04 20:21,2022-08-04 22:09,"Running",,,"",,1500.0,480,Cardio,"PULL"
2022-08-03 20:25,2022-08-03 22:05,"Incline Dumbbell Press (30°)",14.0,19,"",,,,Chest,"PUSH"
2022-08-03 20:25,2022-08-03 22:05,"Incline Dumbbell Press (30°)",16.0,12,"",,,,Chest,"PUSH"
2022-08-03 20:25,2022-08-03 22:05,"Incline Dumbbell Press (30°)",16.0,10,"",,,,Chest,"PUSH"
2022-08-03 20:25,2022-08-03 22:05,"Flat Chest Press (Technogym)",30.0,20,"",,,,Chest,"PUSH"
2022-08-03 20:25,2022-08-03 22:05,"Flat Chest Press (Technogym)",35.0,15,"",,,,Chest,"PUSH"
2022-08-03 20:25,2022-08-03 22:05,"Flat Chest Press (Technogym)",35.0,11,"",,,,Chest,"PUSH"
2022-08-03 20:25,2022-08-03 22:05,"High Cable Flies",7.5,20,"",,,,Chest,"PUSH"
2022-08-03 20:25,2022-08-03 22:05,"High Cable Flies",8.75,14,"",,,,Chest,"PUSH"
2022-08-03 20:25,2022-08-03 22:05,"High Cable Flies",8.75,13,"",,,,Chest,"PUSH"
2022-08-03 20:25,2022-08-03 22:05,"Shoulder Dumbbell Press",8.0,18,"",,,,Shoulders,"PUSH"
2022-08-03 20:25,2022-08-03 22:05,"Shoulder Dumbbell Press",10.0,10,"",,,,Shoulders,"PUSH"
2022-08-03 20:25,2022-08-03 22:05,"Shoulder Dumbbell Press",10.0,8,"",,,,Shoulders,"PUSH"
2022-08-03 20:25,2022-08-03 22:05,"Tricep Pushdowns",17.5,22,"",,,,Triceps,"PUSH"
2022-08-03 20:25,2022-08-03 22:05,"Tricep Pushdowns",18.75,16,"",,,,Triceps,"PUSH"
2022-08-03 20:25,2022-08-03 22:05,"Tricep Pushdowns",18.75,11,"",,,,Triceps,"PUSH"
2022-08-03 20:25,2022-08-03 22:05,"Lateral Cable Raises",2.5,22,"",,,,Shoulders,"PUSH"
2022-08-03 20:25,2022-08-03 22:05,"Lateral Cable Raises",3.75,11,"",,,,Shoulders,"PUSH"
2022-08-03 20:25,2022-08-03 22:05,"Lateral Cable Raises",3.75,9,"",,,,Shoulders,"PUSH"
2022-08-03 20:25,2022-08-03 22:05,"Overhead Rope Extensions",12.5,17,"",,,,Triceps,"PUSH"
2022-08-03 20:25,2022-08-03 22:05,"Overhead Rope Extensions",12.5,10,"",,,,Triceps,"PUSH"
2022-08-03 20:25,2022-08-03 22:05,"Overhead Rope Extensions",12.5,8,"",,,,Triceps,"PUSH"
2022-08-03 20:25,2022-08-03 22:05,"Mid Cable Flys",5.0,20,"",,,,Chest,"PUSH"
2022-08-03 20:25,2022-08-03 22:05,"Mid Cable Flys",7.5,7,"",,,,Chest,"PUSH"
2022-08-03 20:25,2022-08-03 22:05,"Mid Cable Flys",6.25,7,"",,,,Chest,"PUSH"
2022-08-03 20:25,2022-08-03 22:05,"Running",,,"",,1500.0,480,Cardio,"PUSH"
2022-08-01 20:32,2022-08-01 22:08,"Leg Press (Technogym, Quad-Focused)",120.0,18,"",,,,Legs,"LEGS"
2022-08-01 20:32,2022-08-01 22:08,"Leg Press (Technogym, Quad-Focused)",130.0,13,"",,,,Legs,"LEGS"
2022-08-01 20:32,2022-08-01 22:08,"Leg Press (Technogym, Quad-Focused)",130.0,12,"",,,,Legs,"LEGS"
2022-08-01 20:32,2022-08-01 22:08,"Romanian Deadlifts (RDLs)",60.0,18,"",,,,Legs,"LEGS"
2022-08-01 20:32,2022-08-01 22:08,"Romanian Deadlifts (RDLs)",80.0,12,"",,,,Legs,"LEGS"
